title;snippet
AWSJ Losses Pile Up for Europe's Bank Stocks --- U.K. lenders suffer the worst of the carnage, but peers in Europe, U.S. aren't spared;"LONDON -- Shares in U.K. and European financial firms fell again Monday as banks and asset managers faced existential questions from Thursday's vote by Britons to leave the European Union.

Fears that volatile markets could delay if not undermine fragile recoveries at many banks have rattled investors.

"
AWSJ Information Age: While Amazon Waits, The Drones Are Flying;"
By L. Gordon Crovitz 

When Amazon said in 2013 that it could soon deliver products by drone, skeptics dismissed it as a publicity stunt. Never underestimate technology: For the first time, drones this month delivered packages for retail customers.

"
Asian Credits Show Resilience in Brexit Aftermath -- Brexit Market Talk;"0416 GMT [Dow Jones] Asian credits are show resilience Monday as markets come to terms with the Brexit aftermath. Spreads seen for five-year credit default swaps of Asian investment-grade credits widened by around four basis points on Monday morning from Friday's Asian close levels, according to the Markit iTraxx Asia Ex-Japan IG index, as the risk-off mood continues post Brexit, according to a bond trader. However, it was not a big move compared with Friday's more than 10 basis point widening. ""Asian credits are relatively resilient compared with stocks or currencies, especially the Chinese credits, with Chinese banks' U.S. dollar additional tier 1 capital bonds continuing to perform given their high-yield feature,"" the trader said. The trader adds that slower rate hike expectation from the U.S. Federal Reserve following the UK decision to exit the EU are supportive to credit markets. He adds, however, that liquidity is weak.

"
Europe Economic Calendar;"All dates are in GMT.

(Hong Kong Time is GMT +8 Hours) 

"
World News: Hong Kong to Press China on Detentions;"HONG KONG -- Hong Kong's Chief Executive Leung Chun-ying pledged to take action in response to the disappearance of one of five booksellers last year after the man spoke out about his abduction and detention in mainland China.

Mr. Leung said in a news conference he would address concerns with the Chinese government about the case, which has sparked worries in Hong Kong that Beijing is further tightening its grip over the city and undermining its autonomy.

"
Emerging Markets: Brexit Rattles Emerging World;"Emerging market investors characteristically hit the sell button as they searched for safer territory after the United Kingdom's Brexit vote. Just how long they will stay away will be the next subject of debate.

Hardest hit on Friday were equities in the weak, volatile developing nations of Greece, Poland, South Africa, and Turkey. The Polish zloty, the Hungarian forint, and the South African rand were notably weaker against the dollar after the news broke. In the flight to quality, Polish assets acted as a proxy for Central and Eastern European exposure to the U.K's weakness; exports to the U.K. accounted for roughly 7% of 2015 GDP in Poland, one of the highest percentages among emerging markets.

"
Endgame for Entitlements;"The trustees of the Social Security and Medicare trust funds reported last week that their funds are going to hell in a handcart, but not right away. That's what they have always said, even while the trust-fund programs have grown to represent an unfunded liability of the federal government over the next 75 years of $11.7 trillion, up $700 billion from the last annual report.

Publication of the trustees' reports is an annual event that never gets the attention it deserves -- especially in a presidential election year, and more especially in the week of the market earthquake caused by the British vote to leave the European Union.

"
Global Finance: Hong Kong IPO Market Stumbles;"Hong Kong is on track to contend as the world's top initial-public-offering market this year. But shares in the biggest IPOs haven't been doing well, and bankers are tapping state-run Chinese entities, rather than global investors, to get many of the deals done.

Potential investors in two IPOs that launched this past week -- Citigroup Inc.'s China securities joint-venture partner, Orient Securities Co., and the leasing arm of one of China's biggest banks -- are asking for the listings to be priced at the bottom or middle of their respective offering ranges, said people familiar with the situation. They cited the poor share performance by the swath of similar midsize Chinese financial firms that have gone public in Hong Kong this year.

"
CFO Journal: U.K. Outlook Stumps U.S. Firms --- Wealth of unknowns makes planning tough as executives weigh possibility of 'Brexit';"As Britons prepare to decide Thursday on their future in the European Union, many U.S.-based multinational companies find themselves unable to plan for the long-term implications of possible British withdrawal. They also are bracing for short-term damage to their bottom line.

""We're waiting to formulate a strategy,"" said Scott Ullem, chief financial officer of Edwards Lifesciences Corp., which makes heart valves and other medical devices. Last year, the company, which is based in Irvine, Calif., got more than a quarter of its revenue from Europe. But, its executives are at a loss to predict what might happen to its business if Britain votes to leave the EU, making planning difficult.

"
Lyft Hires M&A Banker Qatalyst Partners;"Ride-hailing startup Lyft Inc. has hired Qatalyst Partners LP, the boutique investment bank best known for helping tech companies find a buyer, according to people familiar with the matter.

Frank Quattrone, the founder and executive chairman of Qatalyst, has contacted companies including large auto makers about acquiring a stake in Lyft, the people said. It isn't clear whether Lyft is aiming to sell itself or raise new funding, or if it is open to both.

"
Brexit Vote to Dominate Aussie Dollar Trade -- Market Talk;"2246 GMT [Dow Jones] With limited data out this week, the fallout from the Brexit vote will continue to dominate the headlines Down Under, OFX's Adrian Steele says. The unexpected result of the U.K. deciding to leave the euro zone saw a lot of money move toward the sae haven currencies like the USD and JPY and the AUD fell to 0.7306 as the result became clear. The AUD did finish strong during U.K. and U.S. trading hours, testing 0.75 before closing the week at 0.7462. AUD/USD opened down fifty points from Friday's close at 0.7415, now 0.7439. OFX tips a 0.7350-0.7550 range today. (rachel.pannett@wsj.com Twitter: @RachelPannett)

(END) Dow Jones Newswires

"
ARENA --- Arts & Entertainment -- Anatomy of a Song: Small Town: How 'Small Town' Was Born;"When John Mellencamp's ""Small Town"" was released on his ""Scarecrow"" album in September 1985, the song helped launch a form of heartland rock that celebrated family farms and blue-collar workers.

Originally written by Mr. Mellencamp as a valentine to his hometown of Seymour, Ind., ""Small Town"" reached No. 6 on Billboard's pop chart in early '86 while ""Scarecrow"" climbed to No. 2 on the album chart.

"
China Southwest Securities Clarification;"This article was originally reported and written in Chinese and is only available in Chinese. Please refer to the Chinese article for more details.

(END) Dow Jones Newswires

"
A Gay Officer Caught Between Two Worlds;"Brian Downey says he was destroyed.

It was a day after the mass shooting in Orlando and the detective was walking away from a vigil where his boss, New York Police Commissioner William Bratton, spoke to a crowd of mourners outside of the Stonewall Inn. As Mr. Bratton spoke at the historic gay bar, some in the crowd chanted, ""You kill people.""

"
Time to Sell SoftBank Shares;"[javax.xml.bind.JAXBElement@1d6f89bb, javax.xml.bind.JAXBElement@2efc2265, javax.xml.bind.JAXBElement@226dd266]

[SoftBank Group] shocked the market last week by announcing that President Nikesh Arora—founder Masayoshi Son's handpicked successor—will depart only two years after being hired away from Google. Son, who turns 59 this year, has decided to stay on as CEO for another five to 10 years.

"
Britain's EU Decision: New Defense Plan for Europe;"BRUSSELS -- Days after the U.K. voted to exit the European Union, the bloc's foreign-policy chief, Federica Mogherini, is set to present on Tuesday a plan to broaden European defense and security cooperation, in a bid to bolster Europe's ability to act independently.

Ms. Mogherini will present her proposals, the first Brussels effort to lay out Europe's global strategy in more than a decade, to EU leaders. Tuesday's Brussels meeting is the first since the U.K. on Thursday voted to exit the bloc.

"
Solid Footings for Growth;"A month ago, this column weighed in with a positive story on Armstrong World Industries, the ceiling maker that had just spun off its flooring business in April. We singled out Armstrong World (ticker: AWI) as a high-quality business, operating in a virtual duopoly, with steep barriers to entry.

Its flooring sister company may not be of the same caliber, but investors shouldn't let that deter them from looking into it. Known as Armstrong Flooring (AFI), its shares have jumped out of the gate -- up more than 40% since the spinoff. At a recent $17.50, more upside could lie ahead.

"
Euro-Zone Jun Composite PMI Flash Est 52.8;"*Euro-Zone Jun Composite PMI Flash Est Forecast At 53.0

*Euro-Zone May Composite PMI Was 53.1

"
REVIEW --- Mind & Matter: The Global Appeal Of Rationalizing Little Lies;"Cultures the world over espouse similar notions of morality, emphasizing reciprocity and fairness. That's the good news. The less cheery news: A recent study suggests that certain kinds of lying are pretty universal as well.

The study was concerned with what researchers call ""prevalence of rule violations,"" or PRV, in different countries. In practical terms, PRV measures levels of corruption, tax evasion and political fraud. Writing in the journal Nature, Simon Gachter and Jonathan Schulz of the University of Nottingham examined 2,568 college students from 23 countries, spanning the range of published PRV scores. They investigated whether people from corrupt, high-PRV countries lie more. Big shocker: They do. But that is where the subtleties begin.

"
Corrections & Amplifications;"Julie Ganis, an ad-blocking consumer from Los Angeles, is 48 years old. An Ad Revolution article Wednesday about the many faces of media consumers incorrectly said she is 41 years old.

(See: ""The Ad Revolution (A Special Report) --- The Many Faces of Media Consumers: How Do People Get Their News and Entertainment? And How Do They Feel About Advertising?"" -- WSJA June 22, 2016)

"
About 40% of China's Giant Peer Lending Network 'Problematic' -- Market;"0712 GMT [Dow Jones] Regulatory pressure and high-profile fraud cases have slowed the growth of the peer-to-peer lending sector, one of China's fastest-growing. Close to 40% of a total of around 4,000 of these financial platforms in China are ""problematic"" and will likely disappear in the near term, Bernstein Research says. There's still some growth, as total P2P lending balance is up 31% since the end of 2015, reaching 576 billion yuan in May, but larger platforms are getting the bulk of the business, Bernstein analyst Hou Wei says. There's long-term growth potential but little competitive risk to traditional banks, as P2P investors and borrowers are still very different customers than those of conventional banks. (chuin-wei.yap@wsj.com; grace.zhu@wsj.com; Twitter: @YapCW)

Editor JSM

"
Sky-Mobi Joins List of Chinese Firms With Buyout Offers -- Market Talk;"9:43 ET - Sky-mobi Ltd. (MOBI) joins a list of Chinese companies with ADRs to receive preliminary management-led buyout offers. The Hangzhou mobile app and game publisher received a non-binding proposal to be taken private for $2.10 an ADR, a roughly 19% premium to Wednesday's close. A series of ""going-private"" deals has been spurred by hopes the companies' shares will soar if they are relisted in China. Earlier on Thursday, Chinese mobile and online travel platform Qunar Cayman Islands Ltd. (QUNR) received a preliminary offer to be taken private by a private-equity firm for $30.39 an ADR, a 15% premium over Wednesday's close. MOBI's ADRs rise 8% to $1.90, still down 18% this year, QUNR gains 8.4% to $28.52, but still down 46% this year. (tess.stynes@wsj.com)

(END) Dow Jones Newswires

"
Time to Rethink 'One Share, One Vote'?;"Much progress has been made since we first became involved in corporate governance decades ago. Most of the impediments to shareholder rights that harmed long-term investors have been eliminated. But continuing on the current trajectory may not be the best approach. It's time for long-term investors to rethink the ""one share, one vote"" approach.

Compared with today, the corporate governance of the 1980s is nearly unrecognizable. Back then shareholder rights were constantly minimized. Boards were classified without disclosing to shareholders their true motivations. Management teams entrenched themselves with boards that served CEOs. The poison pill was invented.

"
World News --Middle East Crossroads: Ankara's Rift With Moscow Frays Turkic Ties;"KAZAN, Russia -- A statue here in the capital of Russia's Tatarstan republic was meant to symbolize the intimate links between this Turkic-speaking region and Turkey.

Born nearby, Tatar politician Sadri Maksudi was a leader of Russia's Muslims a century ago. Then, forced into exile by the Communist revolution, he became one of the closest advisers to Mustafa Kemal Ataturk, helping him create the modern Turkish state.

"
Yen Approaches 22-Month High Before Pulling Back -- Market Talk;"0134 GMT [Dow Jones] Fluctuations in the yen are certain to continue amid the uncertainty surrounding the U.K. referendum, says IG Securities market analyst Junichi Ishikawa. The Japanese yen got another spurt of strength after Tokyo stocks opened down, following a strengthening in the yen overnight as market relief over a resurgence in opinion poll support for staying in the EU gave way to fresh uncertainty over the outcome. The JPY, now at 103.88, briefly rose to 103.58 earlier in morning session, close to the 103.55 mark it hit after the BOJ stood pat last week. ""We'll see a mixture of a yen strengthening and weakening as long as the outcome of the U.K. referendum remains uncertain,"" Ishikawa says, adding that it wouldn't be a surprise to see the yen set a fresh 22-month high. The next crucial support is 103.20, a break-even point for Japanese exporters, according to a government survey. (hiroyuki.kachi@wsj.com)

Editor: PJK

"
Obama Empties Innovative Classrooms;"The Obama administration's relentless campaign against for-profit colleges is succeeding: More than 180 have closed in the past two years. The Education Department projects that 1,400 vocational programs educating 840,000 students won't survive its gainful-employment rule, which ties federal student aid to debt and earnings.

But the administration isn't content with shutting down for-profits: Now regulators and prosecutors are even going after a businessman who waved the white flag and converted his vocational schools into nonprofits. With this administration, it's a sin if you ever tried to make a buck.

"
JPMorgan Abandons July Rate Hike Call -- Brexit Market Talk;"14:23 ET - The US bank pushes out the rate hike call from July to December. Michael Feroli, chief US economist at JPMorgan Chase, says ""the US economy has admirably weathered similar global shocks"" in the past, but ""with global uncertainties flaring up the bar for the domestic data has been raised."" He said there is also a risk the Fed may not hike at all this year. ""The Brexit vote could be only the beginning of a period of heightened economic policy uncertainty that restrains activity,"" he says. ""We believe the likelihood of a cut at this point is still quite low. While the Fed playbook calls for proactive cuts in times of financial crisis, there are thus far few signs of funding stresses that are symptomatic of a broader freezing up of credit channels."" (min.zeng@wsj.com;@minzengwsj)

(END) Dow Jones Newswires

"
Kroger raises quarterly dividend, approves $500M share repurchase program;"Kroger Co. (KR) said Thursday that it raised its quarterly dividend by 14% to 12 cents per share, to be paid on Sept. 1 to shareholders of record as of the close of business on Aug. 15. Kroger said it expects to continue to increase the dividend ""over time."" The company also said it has approved a $500 million share repurchase program. This new program replaces the prior share repurchase authorization, which has been completed. Kroger shares are up 0.7% in Thursday trading, but down 17.6% for the year to date. The S&P 500 is up 3% for the year so far.

-Tonya Garcia; 415-439-6400; AskNewswires@dowjones.com

"
Companies Scramble to Assess Vote's Impact;"A Wall Street Journal Roundup

Corporate executives scrambled Friday to assess the fallout from the U.K. vote to leave the European Union, with some CEOs saying the move would put a chill on investment and deal-making and others vowing to stay the course.

"
JD.com's Alliance With Wal-Mart Is Credit Positive: Lucror -- Market Talk;"0241 GMT [Dow Jones] Research firm Lucror Analytics says Chinese online retailer JD.com's (JD) strategic alliance with Wal-Mart (WMT) is credit-positive. The two companies announced overnight that, as part of an agreement reached, JD.com would take ownership of the Yihaodian marketplace platform from Wal-Mart in an all-share deal. JD.com would issue shares amounting to about 5% of its total shares to Wal-Mart in a deal worth about US$1.5 billion. The two companies also plan to cooperate on the direct-to-retail part of Yihaodian's business. Lucror says the deal could help to enlarge JD.com's business offering. JD.com could also benefits from the retail expertise from Wal-Mart in warehousing, distribution, and efficiency in general. However, Lucror maintains a hold rating on JD.com bonds. ""Our credit bias is slightly negative, due to the fast evolving business model and tough competition,"" Lucror says. (carol.chan@wsj.com)

Editor JSM

"
Analysts' Top Five Hong Kong Stocks Revealed -- Market Talk;"0442 GMT [Dow Jones] China Shipping Container Lines (2866.HK) offers the most upside among Hong Kong-listed stocks, according to a survey of analysts. Data provided by Thomson Reuters pulled out the top five Hong Kong stocks, measuring the difference (in percentages) in analysts' average price target and the actual traded price. To screen for thinly covered and traded stocks, the survey only looks at stocks with US$1 billion-plus in market cap, with 10 or more analysts covering it. The 11 analysts covering China Shipping tracked by Thomson Reuters have an average target price that is 44% greater than the traded price. China Taiping Insurance (0966.HK) is a close second with 43% upside, Cosmo Lady's (2298.HK) average target price is 41% above the market price, while China Traditional Chinese Medicine (0570.HK) has 41% upside and GCL-Poly Energy (3800.HK) may rise 40%, according to analysts' average projections. (jasper.moiseiwitsch@wsj.com; Twitter: @moiseiwitsch)

Editor: JFN

"
Lennar's Big Discount Seen as Unwarranted -- Market Talk;"9:06 ET - Down 4% since Tuesday's solid F2Q report, Raymond James turns bullish on Lennar (LEN) and sets a $53 price target on the homebuilder. The investment bank highlights LEN's 10% order growth last quarter ""despite well-documented challenges in Houston and SE Florida this spring,"" overhead hitting record lows and non-building operations still boosting the bottom line. ""With the recent pullback, we believe an opportunistic entry point has opened to own one of the industry's best-positioned and diversified platforms at a nearly 20% discount to its closest large-cap peer."" LEN eases 0.7% premarket amid the broader market's weakness to $44.40. (kevin.kingsbury@wsj.com; @kevinkingsbury)

(END) Dow Jones Newswires

"
"Dumbo Doesn't Fly at Disney's New Shanghai Theme Park --- Attractions get renamed to make sense in Chinese; Little Flying Elephant";"SHANGHAI -- When Qi Zhu visited Shanghai Disneyland on a day of testing before the theme park opened last week, she was confused by its slogan: ""Ignite the magical dream within your heart."" When translated into Chinese, those words can easily be read as ""strange dream.""

""I was like: 'What is a strange dream?' "" says Ms. Qi, a marketing employee at a Shanghai company. ""Why would I want a strange dream in a park?""

"
German Court Rejects Legal Challenge to ECB's Bond-Buying Program;"FRANKFURT--Germany's top court ruled Tuesday that an unlimited bond-buying program created by the European Central Bank at the height of Europe's debt crisis complies with German law, ending a yearslong legal challenge to a program credited with easing fears of a breakup of the currency zone.

The verdict is an important victory for ECB President Mario Draghi over his German critics at a time of renewed tensions between the ECB and its biggest shareholder, Germany.

"
The Ad Revolution (A Special Report): The Ad Agencies --- Creative Agencies Shake Up Legacy Model: Under pressure to produce more work for less money, DDB and others look to move faster and more efficiently;"DDB Worldwide has helped transform brands with some of the most memorable advertising campaigns of the past two decades, from the ""Wassup"" commercials for Budweiser to the ""I'm lovin' it"" tagline for McDonald's.

Now the famed DDB agency, founded in 1949 as Doyle Dane Bernbach, is facing its toughest makeover yet: reinventing itself in the face of a rapidly changing digital ad landscape.

"
U.S. News: Rubio Will Pursue Senate Re-Election;"WASHINGTON -- Sen. Marco Rubio (R., Fla.) on Wednesday said he would run for re-election for the seat he had previously planned to give up, energizing GOP leaders who are fighting to retain control of the Senate in the November elections.

""In politics, admitting you've changed your mind is not something most people like to do. But here it goes,"" Mr. Rubio said. ""I have decided to seek re-election to the U.S. Senate.""

"
UKIP's Farage: Dare to Dream -- Brexit Market Talk;"After earlier saying he sensed Britons had voted to stay in the European Union, UK Independence Party leader Nigel Farage says he now thinks his side will win. ""Ladies and gentlemen - dare to dream that the dawn is breaking on an independent United Kingdom. If the predictions now are right this will be a victory for real people, a victory for ordinary people, a victory for decent people,"" he says at a party organized by one of the 'Leave' campaign groups, Leave.EU. The 'Leave' camp had fought against the multinationals, investment banks, and big politics, he adds. ""We fought against lies, corruption, and deceit and today honesty, decency, and belief in nation I think now is going to win,"" he says. (nick.winning@wsj.com)

(END) Dow Jones Newswires

"
U.S. News: Man Charged With Plot to Kill Trump;"A man arrested at a Donald Trump rally is facing federal charges after allegedly trying to grab the gun of a police officer for the purpose of trying to kill the Republican presidential candidate.

Michael Sandford, a British citizen, was arrested at Mr. Trump's Las Vegas rally Saturday at the Treasure Island Casino after an altercation with a Las Vegas Metropolitan Police officer.

"
China's Central Bank Speeding Toward Reserve Requirement Cut -- Market Talk;"0722 GMT [Dow Jones] Standard Chartered expects the People's Bank of China to cut the reserve requirement ratio for banks by 50 basis points by end-June against the backdrop of capital outflow and sluggish growth in money supply. ""We think RRR cuts are needed to bring money growth closer to the targeted level of 13% amid continued capital outflows,"" economists Shuang Ding and Lan Shen wrote in a report Tuesday. They expect policy action to follow Chinese Premier Li Keqiang's visit to the Chinese central bank and China Construction Bank (0939.HK) on June 20 calling for state banks' support to the real economy. They noted that Li's visit to China Development Bank and ICBC (1398.HK) on April 17 last year was followed by a 100 basis point cut to the RRR two days later. (carol.chan@wsj.com)

Editor JSM

"
AWSJ Inside the Orlando Hostage Nightmare --- Survivors and families of victims of the Pulse nightclub terror attack ask why the police rescue took so long;"
By Laura Stevens, Tripp Mickle and Arian Campo-Flores 

ORLANDO, Fla. -- Omar Mateen reached over the wall of the men's room stall and pointed his 9mm handgun.

"
Gauguin Painting Is Rediscovered;"For the past 30 years, the owner of ""Les Fleurs d'Ete Dans un Gobelet"" thought of it as a pretty little picture.

He had no idea it was a pretty little picture by a major 19th-century painter.

"
England's Goal: Avoid Disaster;"It isn't exactly an anniversary worth celebrating. And the England soccer team probably missed it anyway. But this weekend provided a new measure for the Three Lions' history of futility at major international tournaments.

As of Saturday, it's been 10 years since England last won a knockout game.

"
"Vanke 4-Month Low;  Development Hurts Share Price-CIMB";"This article was originally reported and written in Chinese and is only available in Chinese. Please refer to the Chinese article for more details.

(END) Dow Jones Newswires

"
Treasury's Inversion Scythe;"Is U.S. Treasury Secretary Jack Lew trying to impose a new tax burden on all businesses in the United States? Or is he merely unable to shoot at politically disfavored companies without hitting the rest of the economy? These questions arise because businesses across the U.S. are learning they'll have to change how they manage their cash to satisfy Mr. Lew's latest regulatory diktat.

In April Mr. Lew attempted for the third time to rewrite longstanding federal rules to prevent corporate inversions. These are deals in which a U.S. company merges with a foreign partner and adopts its overseas address to reduce tax bills. Mr. Lew achieved his initial objective of blowing up the pending Pfizer-Allergan merger. But we warned at the time that the Lew plan would be ""ugly for everybody,"" not only corporate inverters. That's because companies would have to navigate a new ocean of compliance questions even if they never considered inverting.

"
"MARKET TALK: ink REIT Best-Performing Blue Chip; Stays Outperform-JPM";"This article was originally reported and written in Chinese and is only available in Chinese. Please refer to the Chinese article for more details.

(END) Dow Jones Newswires

"
AWSJ What's News: World-Wide;"Cameron said his government would begin taking steps to leave the EU, in his first address to Parliament since announcing his intention to resign.

Corbyn stood firm against calls to step down from the Labour Party, appointing new members after a wave of resignations in protest at his leadership.

"
Oracle Board OKs Proxy Access -- Market Talk>ORCL;"17:25 ET - As expected, Oracle (ORCL) increased investors' ability to choose board members. Directors approved a corporate bylaw June 15 for so-called proxy access, ORCL says in a regulatory filing. Numerous major US companies already have adopted this governance reform. ORCL picked features that proxy-access proponents prefer. For instance, its filing added, investors can suggest board candidates if they have owned at least 3% of its outstanding shares for three years. Such shareholders may nominate two individuals or 20% of the board, whichever is greater. ORCL investors approved a nonbinding proxy-access resolution last fall. (joann.lublin@wsj.com; @JoannLublin)

(END) Dow Jones Newswires

"
A Top European Hedge Fund’s Post-Brexit Picks;"[javax.xml.bind.JAXBElement@29f99c50, javax.xml.bind.JAXBElement@2eb46f4f, javax.xml.bind.JAXBElement@695d4c4a]

[javax.xml.bind.JAXBElement@4e443f7b, javax.xml.bind.JAXBElement@2b3a21ff, javax.xml.bind.JAXBElement@2679edc0]

"
Top EU Officials to Meet Friday on U.K. Referendum Result -- Brexit Market Talk;"1104 GMT Top European Union officials will meet at 0830 GMT Friday to discuss the result of the U.K.'s EU referendum, says European Commission spokesman Margaritis Schinas. The meeting will be attended by the presidents of the commission, the EU's executive arm, the European Parliament and the European Council, which represents EU governments. The three presidents will be joined by Dutch Prime Minister Mark Rutte, whose country holds the rotating presidency of the bloc. Mr. Schinas says the 28 European Commissioners will hold their weekly meeting Monday, earlier than usual and ahead of a planned leaders' summit starting Tuesday. EU officials say that if the result of the U.K. referendum is a vote to leave the EU, the meeting will be brought forward to Sunday. (viktoria.dendrinou@wsj.com)

Contact us in London. +44-20-7842-9464

"
Goldman Sachs Prepared for Leave Vote -- Brexit Market Talk;"6:32 ET - Goldman Sachs (GS) CEO says his firm is prepared for the aftermath of the historic UK vote to leave the European Union. ""We respect the decision of the British electorate and have been focused on planning for either referendum outcome for many months,"" Lloyd Blankfein said in a statement. ""Goldman Sachs has a long history of adapting to change, and we will work with relevant authorities as the terms of the exit become clear. Our primary focus, as always, remains serving our clients' needs."" (justin.baer@wsj.com)

(END) Dow Jones Newswires

"
Activist Elliott Sees Promise in LifeLock;"13Ds are filed with the Securities and Exchange Commission within 10 days of an entity's attaining a greater than 5% position in any class of a company's securities. Subsequent changes in holdings or intentions must be reported in amended filings. This material has been extracted from filings released by the SEC from June 16 through June 22, 2016. Source: InsiderScore.com

Activist Filings

"
A Peasant Revolt Upends Britain's Ruling Elite;"What indignation we had from London liberals when the result of Britain's referendum on the European Union became clear early on Friday. By a majority of 52% in a high turnout, voters had opted to leave the Brussels-based union of 28 European countries.

""Catastrophic!"" spluttered Keith Vaz, chairman of the parliamentary select committee on home affairs. Tony Blair suggested the public -- the ill-educated dimwits -- did not understand what it had just done. A former national political party leader, Lord Ashdown, was so aghast at the result that he lamented: ""God help our country.""

"
AWSJ Merkel Warns U.K. Not to Draw Out Exit;"BERLIN -- The leaders of France, Germany and Italy pledged to set new policy priorities for the European Union by September and implement projects to increase economic growth and security in a bid to prop up flagging popular support for the bloc after the U.K. voted to leave.

The EU leaders also said the bloc's 27 other member states wouldn't hold negotiations about the outlines of the U.K.'s future relation with the EU until London formally notified the bloc of its intention to leave.

"
Investors Likely Shift Focus Back to U.S. Fundamentals -- Brexit Market Talk;"2307 GMT [Dow Jones] Investors likely shift their focus back to the U.S. economic fundamentals, should the U.K. decide to stay in the EU, says a senior bank dealer. ""It's too early to comment before the official release of the outcome,"" says the dealer. But a possible remain vote likely will prompt investors to keep their eyes on the U.S. economy. As Fed chairwoman Janet Yellen remains cautious in raising short-term rates, the 10-year Treasury yield (recently at 1.742%) could go up to 1.8% even under the post referendum risk-on mood in what may weigh down the USD upside momentum around Y108. But if the U.S. jobs data next month helps brighten the mood, the USD (now at Y106.29) could go much higher against the Japanese currency, says the dealer. (hiroyuki.kachi@wsj.com)

Editor: KLH

"
World News -- China's World: Protectionist Backlash Against China Builds;"SHANGHAI -- If there's a single German company that embodies the country's industrial ambitions in the digital era it's the robot maker Kuka AG.

A global leader in factory automation, it helps build fuselages for the U.S. military's new F-35 stealth fighter.

"
"OFF DUTY --- Eating & Drinking -- A Little Something Sweet: The Champagne of Jell-Os --- Made from scratch, the dessert the Brits call jelly can be downright elegant; Flavored with sparkling wine, raspberries and rose water, it's irresistible";"What's cold, wobbly and served for dessert? The answer, if you're in the U.K., is jelly. I'm not talking about the Day-Glo industrialized product that is Jell-O. At its best, jelly is homemade -- a fruit base mixed with gelatin and left in the fridge to set. The version at right, made with ripe summer berries, Champagne and a drop or two of rose water, takes on a surprising elegance of flavor while still jiggling to everyone's nostalgic delight.

"
"Election 2016: Trump's Staffing and Ad Buys Lag --- Republican badly trails Democrat in typical metrics of a campaign; a big expense: T-shirts";"Traditional campaigns spend the months leading up to the general election pouring cash into battleground states, hiring staff and airing television ads. Presumptive Republican nominee Donald Trump spent the largest share of his money last month on T-shirts.

The businessman's single largest expense in May -- for about $900,000 -- was on campaign merchandise, a category that also includes hats, mugs and stickers. His second-largest expense, for about $840,000, was on air travel -- about 40% of which was paid to an airline Mr. Trump owns.

"
We Support FCC's Transfer of Internet Power;"In ""The Battle Over Obama's Internet Surrender"" (Information Age, June 13), L. Gordon Crovitz argues that the proposal submitted by the Internet Corporation for Assigned Names and Numbers (Icann) hands authoritarian regimes power to censor the internet in the U.S. and around the world. The internet companies I represent disagree. By opening control of the internet beyond the U.S. government, Icann's plan aligns the interests of internet users, prevents capture by any one stakeholder group and lays the foundation for a stable and secure internet of the future.

The members of the Internet Association, nearly 40 of the most successful and best capitalized internet companies, support Icann's proposed transition and have repeatedly stated as much. Why would internet companies, with so much at stake in the future success of the internet, support any proposal that decreases the likelihood of that success? The only answer is that they wouldn't.

"
How Analysts Size Up Companies;"These reports -- excerpted and edited by Barron's -- were issued recently by investment and research firms. The reports are a sampling of analysts' thinking; they should not be considered the views or recommendations of Barron's. Many of the reports may be obtained through Thomson Reuters at thomson.com/financial. Some of the reports' issuers have provided, or hope to provide, investment-banking or other services to the companies being analyzed.

Nike

"
China Merger News Signal Beijing's Smarter Intervention Tactic -- Market Talk;"0540 GMT [Dow Jones] If one believes in conspiracy theories, the unexpected announcements Sunday night by two of China's biggest steel makers about their intention to merge could be a sign that Beijing is getting smarter at its tactics to stabilize markets and investor sentiment. The top-down decision for Baosteel Group and Wuhan Iron and Steel Group to ""restructure"" their assets had long been anticipated but investors had waited for nearly a year for the plan to be confirmed. Beijing could have asked the two state-run steel makers to write up their stock exchange filings anytime, so the timing of releasing them in the immediate aftermath of the Brexit referendum and a slump in global financial markets Friday is certainly curious.

"
ARENA --- Arts & Entertainment: Blair Brown: A New Force;"""Orange is the New Black"" boasts the biggest female ensemble on television: some 40 regular and recurring cast members and as many as 200 extras in certain scenes of overcrowding in the show's minimum-security prison for women. The male cast members number about 10.

For actress Blair Brown, 69 years old, joining the ranks of a Netflix series in high gear marks a rewarding career phase and a reason to look back at how things have changed for women in Hollywood.

"
Wal-Mart Said to Be Open to Selling Noncore Businesses Internationally -- Market Talk;"2247 GMT [Dow Jones]--Wal-Mart (WMT) is open to selling ""noncore"" businesses internationally, says Jefferies on the back of a consumer conference for investors where WMT executives spoke. The execs said they are looking at asset sales along the lines of previously announced plans to drop their shopping mall business in Chile and bank business in Mexico. Other goals for WMT's international business follow the same theme as in the U.S.; becoming strong in fresh foods, accelerating e-commerce sales, focusing on low prices and controlling expenses, says Jefferies. WMT is investing $1.5 billion in lowering prices over the next five years and $200 million this year in the U.K. alone, says Jefferies. WMT previously said it would invest billions in lowering prices globally in the coming years, setting off fears of a race to the bottom in prices among retailers. (sarah.nassauer@wsj.com)

(END) Dow Jones Newswires

"
